subject_hash,condition,y,kappa,kappa_null_mean,p_value,reject_at_0p05
98010bd9270f9b10,Pleasant,2,0.288461164493014,0.16680037808198672,0.01879624075184963,True
0e17daca5f3e175f,Negative,0,0.35822722125046297,0.15736993167476598,0.016596680663867228,True
0e17daca5f3e175f,Neutral,1,0.1686579659040757,0.16246660618218586,0.40111977604479104,False
0e17daca5f3e175f,Pleasant,2,0.22591159149353732,0.1599344881213499,0.15316936612677465,False
1a6562590ef19d10,Negative,0,0.15336826552438315,0.16402136981215953,0.5316936612677464,False
1a6562590ef19d10,Neutral,1,0.1809743191610656,0.16495544043256122,0.35112977404519097,False
1a6562590ef19d10,Pleasant,2,0.34589948545731275,0.16347695660197495,0.006798640271945611,True
031b4af5197ec30a,Negative,0,0.3935383289593441,0.15746180006784116,0.0057988402319536095,True
031b4af5197ec30a,Neutral,1,0.4628610208753027,0.15343005998384243,0.0015996800639872025,True
031b4af5197ec30a,Pleasant,2,0.25184332983335894,0.1605584563906456,0.09098180363927215,False
41cfc0d1f2d127b0,Negative,0,0.1830527957540633,0.16627868891396724,0.3463307338532294,False
41cfc0d1f2d127b0,Neutral,1,0.23525813592339168,0.1599566088610794,0.1267746450709858,False
41cfc0d1f2d127b0,Pleasant,2,0.2315650691262828,0.1676393012881472,0.1221755648870226,False
2858dcd1057d3eae,Negative,0,0.3532857176123701,0.16316116227353633,0.010597880423915218,True
2858dcd1057d3eae,Neutral,1,0.18615917314541697,0.16445464227286233,0.3157368526294741,False
2858dcd1057d3eae,Pleasant,2,0.43489743636187816,0.15604299784632789,0.0015996800639872025,True
2fca346db6561871,Negative,0,0.350523083715928,0.16480288198076629,0.002999400119976005,True
2fca346db6561871,Neutral,1,0.23953387403000334,0.16410175905775018,0.10177964407118577,False
2fca346db6561871,Pleasant,2,0.15129752825602813,0.16259880283417555,0.5170965806838632,False
02d20bbd7e394ad5,Negative,0,0.18602570008953984,0.16229852075942872,0.3033393321335733,False
02d20bbd7e394ad5,Neutral,1,0.10760876209062001,0.16299205146427204,0.8158368326334733,False
02d20bbd7e394ad5,Pleasant,2,0.29682797850486575,0.16059912943984267,0.041391721655668866,True
7688b6ef52555962,Negative,0,0.24488282869732161,0.16264481457052224,0.11177764447110577,False
7688b6ef52555962,Neutral,1,0.22330446496730091,0.1653188177496223,0.14877024595080984,False
